 gray  |______SLM1_________|______SLM2_______|
_level_|__T1___|__ph1______|__T2___|__ph2____|

129		0.7962	4.7510		0.7623	4.7572
130		0.8051	4.7767		0.7731	4.7908
131		0.8136	4.8014		0.7835	4.8232
132		0.8218	4.8255		0.7934	4.8556
133		0.8296	4.8492		0.8029	4.8874
134		0.8372	4.8728		0.8120	4.9190
135		0.8443	4.8962		0.8208	4.9489
136		0.8512	4.9194		0.8291	4.9774
137		0.8577	4.9420		0.8372	5.0032
138		0.8639	4.9636		0.8449	5.0274
139		0.8698	4.9837		0.8524	5.0495
140		0.8755	5.0020		0.8596	5.0715
141		0.8809	5.0184		0.8665	5.0934
142		0.8861	5.0329		0.8732	5.1170
143		0.8912	5.0458		0.8795	5.1421
144		0.8961	5.0574		0.8855	5.1685
145		0.9009	5.0680		0.8913	5.1942
146		0.9056	5.0780		0.8969	5.2175
147		0.9101	5.0874		0.9022	5.2369
148		0.9144	5.0963		0.9073	5.2518
149		0.9186	5.1049		0.9122	5.2635
150		0.9226	5.1131		0.9168	5.2729
151		0.9264	5.1213		0.9211	5.2825
152		0.9300	5.1294		0.9252	5.2927
153		0.9333	5.1377		0.9290	5.3048
154		0.9365	5.1462		0.9325	5.3176
155		0.9394	5.1547		0.9358	5.3311
156		0.9421	5.1632		0.9388	5.3436
157		0.9446	5.1714		0.9417	5.3549
158		0.9468	5.1793		0.9444	5.3647
159		0.9489	5.1868		0.9470	5.3735
160		0.9509	5.1937		0.9495	5.3820
161		0.9527	5.2002		0.9521	5.3906
162		0.9545	5.2060		0.9545	5.3994
163		0.9561	5.2113		0.9568	5.4081
164		0.9577	5.2159		0.9590	5.4163
165		0.9593	5.2197		0.9610	5.4237
166		0.9609	5.2228		0.9628	5.4303
167		0.9625	5.2253		0.9645	5.4362
168		0.9641	5.2273		0.9660	5.4418
169		0.9657	5.2292		0.9673	5.4471
170		0.9674	5.2312		0.9685	5.4523
171		0.9691	5.2336		0.9695	5.4573
172		0.9708	5.2365		0.9705	5.4622
173		0.9725	5.2399		0.9716	5.4669
174		0.9742	5.2438		0.9729	5.4715
175		0.9758	5.2480		0.9742	5.4758
176		0.9773	5.2524		0.9756	5.4799
177		0.9788	5.2568		0.9770	5.4836
178		0.9801	5.2612		0.9784	5.4869
179		0.9813	5.2656		0.9796	5.4899
180		0.9824	5.2700		0.9808	5.4930
181		0.9834	5.2743		0.9819	5.4963
182		0.9843	5.2784		0.9830	5.5003
183		0.9850	5.2821		0.9838	5.5045
184		0.9857	5.2852		0.9845	5.5091
185		0.9862	5.2877		0.9850	5.5135
186		0.9866	5.2897		0.9853	5.5179
187		0.9870	5.2910		0.9854	5.5222
188		0.9872	5.2920		0.9854	5.5267
189		0.9873	5.2927		0.9855	5.5313
190		0.9874	5.2933		0.9856	5.5360
191		0.9875	5.2940		0.9859	5.5402
192		0.9875	5.2948		0.9861	5.5437
193		0.9876	5.2959		0.9865	5.5462
194		0.9878	5.2971		0.9868	5.5477
195		0.9880	5.2982		0.9871	5.5484
196		0.9883	5.2992		0.9874	5.5485
197		0.9888	5.2997		0.9877	5.5481
198		0.9893	5.2997		0.9880	5.5477
199		0.9898	5.2990		0.9884	5.5472
200		0.9903	5.2977		0.9887	5.5471
201		0.9908	5.2960		0.9890	5.5472
202		0.9912	5.2941		0.9892	5.5479
203		0.9915	5.2923		0.9893	5.5488
204		0.9915	5.2909		0.9895	5.5502
205		0.9914	5.2903		0.9896	5.5517
206		0.9910	5.2905		0.9899	5.5535
207		0.9904	5.2918		0.9902	5.5550
208		0.9896	5.2941		0.9905	5.5566
209		0.9886	5.2969		0.9908	5.5577
210		0.9874	5.3000		0.9911	5.5591
211		0.9861	5.3029		0.9914	5.5601
212		0.9848	5.3050		0.9917	5.5616
213		0.9835	5.3061		0.9921	5.5633
214		0.9823	5.3061		0.9925	5.5654
215		0.9812	5.3050		0.9929	5.5673
216		0.9801	5.3031		0.9932	5.5690
217		0.9792	5.3010		0.9935	5.5700
218		0.9785	5.2990		0.9939	5.5704
219		0.9778	5.2976		0.9943	5.5703
220		0.9772	5.2969		0.9948	5.5699
221		0.9767	5.2970		0.9954	5.5694
222		0.9762	5.2979		0.9961	5.5687
223		0.9758	5.2991		0.9967	5.5679
224		0.9754	5.3005		0.9972	5.5668
225		0.9750	5.3016		0.9976	5.5657
226		0.9746	5.3022		0.9978	5.5644
227		0.9742	5.3023		0.9978	5.5635
228		0.9737	5.3017		0.9976	5.5626
229		0.9733	5.3006		0.9973	5.5620
230		0.9729	5.2992		0.9970	5.5614
231		0.9724	5.2976		0.9968	5.5608
232		0.9719	5.2961		0.9968	5.5604
233		0.9714	5.2945		0.9968	5.5600
234		0.9708	5.2928		0.9970	5.5600
235		0.9702	5.2908		0.9972	5.5600
236		0.9696	5.2882		0.9973	5.5600
237		0.9689	5.2850		0.9974	5.5596
238		0.9681	5.2811		0.9973	5.5589
239		0.9673	5.2770		0.9971	5.5577
240		0.9664	5.2728		0.9968	5.5564
241		0.9655	5.2690		0.9963	5.5554
242		0.9644	5.2656		0.9959	5.5549
243		0.9633	5.2628		0.9954	5.5551
244		0.9621	5.2602		0.9948	5.5559
245		0.9608	5.2575		0.9943	5.5566
246		0.9594	5.2543		0.9937	5.5572
247		0.9579	5.2505		0.9929	5.5570
248		0.9563	5.2460		0.9921	5.5561
249		0.9547	5.2412		0.9912	5.5542
250		0.9529	5.2366		0.9904	5.5517
251		0.9511	5.2327		0.9897	5.5485
252		0.9493	5.2301		0.9892	5.5451
253		0.9473	5.2290		0.9890	5.5417
254		0.9454	5.2294		0.9891	5.5386
255		0.9434	5.2311		0.9893	5.5360
256		0.9414	5.2333		0.9896	5.5337
